ham_word,hword_count,sword_count
till,161,9
others,8,0
nyc,2,0
surprise,5,2
posted,6,0
yan,9,0
AGAINcall,0,0
uwana,1,0
perfect,2,1
shouting,0,0
TODAY,4,2
nobbing,1,0
payoh,3,0
LOVEJEN,1,0
heavily,1,0
reasons,4,0
tallahassee,1,0
Penny,1,0
requests,1,0
connection,5,1
flaked,2,0
Diseases,1,0
Waiti,6,0
medicine,1,0
adoring,1,0
sittin,8,0
blank,4,0
msgsometext,0,0
sorta,1,0
lacsthats,0,0
TEX,4,10
advance,1,0
denying,1,0
WRLD,0,0
burns,1,0
fried,1,0
jabo,1,0
Ummmmmaah,3,0
award,1,45
rather,7,0
YOUCLEAN,0,0
closes,1,0
ridden,1,0
fridays,1,0
tool,0,0
bird,3,1
Aiya,14,0
JJC,1,0
lonlines,1,0
confirm,10,1
Kind,4,0
aproach,2,0
avin,19,1
surya,1,0
galsU,0,0
Thats,19,0
Ubi,1,0
Cos,20,25
Beerage,0,0
dreamsMuah,0,0
needy,1,0
grinder,0,0
Yay,1,0
motherfucker,1,0
moneyi,0,0
patty,1,0
Yunny,1,0
bhaskar,0,0
walsall,1,0
renewal,0,1
Biro,1,0
face,18,0
drinking,3,0
pases,1,0
teacher,1,0
fujitsu,1,0
Piggy,0,0
mall,14,0
DOCKS,0,0
Italian,3,0
apart,4,0
izzit,1,0
portal,0,0
URE,4,0
crisis,1,0
Executive,2,0
sunroof,1,0
blow,3,2
Feeling,1,0
thanksgiving,2,0
group,6,0
ore,58,11
establish,1,0
wont,30,0
HAUGHAIGHGTUJHYGUJ,1,0
chapter,1,0
disconnected,1,0
june,0,0
meh,1,0
taylor,2,0
Centre,1,1
admin,3,0
pubcafe,0,0
sometme,1,0
Science,1,0
hudgi,1,0
kids,2,0
Getting,2,0
loneliness,1,0
flavour,1,0
pain,24,0
XXX,7,7
spelling,0,0
chez,1,0
bothering,1,0
AVENT,3,0
doingWhat,0,0
replace,3,0
studies,1,0
parts,0,0
yrs,2,3
fiendmake,0,0
IMAT,1,0
GOT,7,1
apologize,0,0
victors,1,0
Chinese,3,0
misscall,1,0
joys,1,0
HIT,3,1
list,24,1
Ques,1,0
pocay,1,0
Itll,0,0
APPY,10,0
vth,1,0
Cuz,2,0
YEARS,1,0
hilariousalso,0,0
alsoor,0,0
raglan,1,0
look,55,13
Come,15,1
installing,1,0
rebtel,1,0
NOTHING,1,0
direct,8,8
oreo,2,0
guessed,1,0
tape,3,0
cheetos,1,0
Doc,3,0
top,48,59
drizzling,1,0
Squishy,1,0
loads,9,4
kim,0,0
differbe,0,0
THECD,1,0
Traffic,1,0
loving,9,0
LOL,5,0
lifeThis,0,0
carry,3,0
settling,1,0
Companion,1,0
FUDGE,1,0
Coffee,2,0
Huh,9,0
youwanna,1,0
elama,1,0
occurs,1,0
complain,4,0
cliffs,1,0
Wen,15,0
sell,13,1
CONVINCED,1,0
lido,1,0
hospital,4,0
massages,0,0
kaaj,1,0
Ooooooh,1,0
week,54,62
heal,1,0
realized,3,0
shitload,2,0
outdoors,0,0
lotr,1,0
issues,2,2
tensed,1,0
fake,1,0
market,3,1
smoothly,0,0
daysèn,0,0
lower,4,2
ding,79,14
covers,1,0
class,25,1
restUWud,0,0
Crying,1,0
grins,0,0
supportproviding,0,0
Gary,3,0
directly,5,0
preponed,1,0
dine,3,0
confuses,2,0
lei,6,0
birds,3,1
brief,1,0
weaseling,1,0
urination,1,0
scouse,1,0
world,19,1
Meeting,3,0
suffering,1,0
ITxx,0,0
BABEPROBPOP,0,0
OFTEN,1,0
shall,19,0
resolution,0,0
fault,3,0
Guai,0,0
Nottel,0,0
TELL,7,0
Caught,1,0
Allahmeet,0,0
dedicated,2,0
suits,2,0
processExcellent,0,0
fancied,1,0
CALLED,1,0
born,1,0
Eyes,2,0
mood,3,0
acted,2,6
knows,8,0
SERIOUSLY,0,0
dreading,1,0
grace,2,0
nursery,0,0
squatting,1,0
jokin,3,0
curry,2,0
endless,1,0
Siva,1,0
Beautiful,6,0
edwards,1,0
Kkwhat,0,0
cannot,3,0
playng,1,0
eaten,2,0
bucks,5,0
Howda,1,0
ubandu,1,0
take,107,16
GAIL,2,0
ShanilRakhesh,0,0
kindly,1,0
engalnd,0,0
deari,0,0
workin,29,0
NEW,6,12
spk,1,0
loverakhesh,0,0
worthless,1,0
swhrt,1,0
gentleman,3,0
faster,3,1
stalk,2,0
GOODEVENING,1,0
TOMORW,0,0
story,19,0
files,4,0
GIRL,2,2
uif,0,0
depends,2,0
treasure,1,0
correctly,0,0
shits,1,0
supports,1,0
Havent,5,0
truekDo,0,0
forfeit,0,0
color,2,0
wipro,1,0
throws,1,0
dirty,1,0
smth,12,0
babyjontet,0,0
auto,4,0
Reaction,1,0
poop,0,0
functions,0,0
TOBED,1,0
usGET,0,0
lock,7,1
nagar,3,0
Imprtant,1,0
pisces,0,0
URGRAN,1,0
problemi,0,0
mean,58,0
lion,4,2
wocay,1,0
doinghow,0,0
DOIN,2,0
morning,36,0
Expected,0,0
Prey,0,0
riddance,1,0
wonderful,13,0
haircut,0,0
dokey,1,0
esaplanade,1,0
Cardiff,2,0
experiment,0,0
apartment,3,0
sunday,3,0
Aeronautics,2,0
hides,1,0
entrepreneurs,1,0
Every,10,1
sivatats,0,0
dey,2,0
offline,1,0
usc,2,0
Miss,12,1
pics,4,8
scrumptious,0,0
PROBLEM,0,0
sacked,1,0
xuhui,1,0
Already,3,0
ability,3,0
Remembrs,1,0
dude,7,0
toyota,1,0
Booked,2,0
schools,0,0
tiring,1,0
yck,1,0
TAJ,1,0
kidding,1,0
Goodmorning,2,0
youre,2,0
Theory,0,0
Thinks,1,0
Yellow,1,0
reformat,0,0
system,5,0
player,8,10
BED,3,0
move,16,5
Yoyyooo,1,0
Wont,1,0
Muhommad,0,0
STAPATI,1,0
spend,12,0
BEER,1,0
correct,4,3
programs,1,0
INCONVENIENCE,1,0
Takecare,0,0
laundry,1,0
virgin,1,1
achieve,1,0
Iam,3,0
cousin,1,0
judgementali,0,0
capital,1,1
appropriate,1,0
reassuring,0,0
challenging,1,0
cooperative,1,0
Laugh,5,0
Yesim,0,0
jokes,0,0
computational,1,0
Reflection,1,0
Hrishi,1,0
appt,2,0
spanish,1,0
detailsi,0,0
Genius,1,0
Dolls,1,0
thisdon,0,0
WAY,4,0
angry,12,0
saibaba,1,0
Fear,2,0
heading,2,0
Suganya,0,0
GMGNGEGNT,0,0
sake,1,0
bollox,1,0
avoids,1,0
youthats,0,0
ovarian,1,0
layin,8,0
felt,13,0
qing,1,0
asia,0,0
pleasure,3,0
yelling,1,0
cha,90,63
permission,1,0
Must,5,0
timin,4,0
Waitshould,0,0
nitz,0,0
yeovil,1,0
Makes,1,0
alternativehope,0,0
comingdown,1,0
vry,7,0
cupboard,1,0
dined,1,0
Play,2,6
numberpls,0,0
Yaxxx,1,0
indeed,1,0
dick,1,0
kitty,1,0
Oic,1,0
callin,14,4
Lool,0,0
scared,2,0
paperwork,1,0
gynae,1,0
Mode,1,0
everyday,1,0
befor,4,0
nowadayslot,0,0
swoop,1,0
knees,1,0
sashimi,0,0
much,77,1
RED,5,1
yowifes,0,0
LOU,1,0
diamond,2,0
tomorro,49,6
Loooooool,1,0
faggy,2,0
employee,1,0
adewale,1,0
SUMTHINxx,0,0
COOL,1,0
wrnog,0,0
doug,3,0
find,48,18
HARDEST,1,0
nasty,1,1
usual,11,0
neva,12,0
HOLIDAY,1,0
PAUL,0,0
Tease,2,0
ache,22,0
reference,4,3
badly,1,0
snowboarding,1,0
joined,4,2
lager,0,0
fatty,1,0
cover,8,0
ipads,1,0
begun,1,0
bother,5,0
Nokia,1,43
ARR,2,0
keep,56,3
leaves,10,0
pleased,3,3
personal,5,2
dealer,2,0
imma,6,0
DREAMS,0,0
elaborating,1,0
SITUATION,0,0
DUMB,0,0
hai,23,0
appear,1,0
recreation,1,0
visitors,0,0
lifting,1,0
complete,16,1
bowa,0,0
exactly,5,0
sister,12,0
balloon,0,0
locks,2,0
lunchtime,0,0
TALK,5,2
snogs,0,0
winds,1,0
POOR,1,0
Head,2,1
Luckily,1,0
unfortunately,0,0
ive,168,98
Bill,1,0
transfr,3,0
Sup,3,4
Esplanade,1,0
didt,0,0
sad,11,0
longer,6,0
chores,1,0
accidentally,4,0
spoke,8,0
cartons,1,0
FINISH,2,0
sonot,0,0
kalaachutaarama,0,0
Gyno,1,0
bac,89,21
emerging,1,0
educational,2,0
salesman,0,0
dry,6,0
twins,1,0
comei,0,0
outs,19,0
bell,13,0
Also,15,0
WRONGTAKE,0,0
comin,51,2
love,125,8
drivin,21,1
nevr,2,0
GONNAMISSU,1,0
juz,19,0
Serious,0,0
cars,3,0
nevering,0,0
GOODMORNING,4,0
WIFE,1,1
HUN,2,0
recharged,1,0
Stay,2,0
loti,0,0
adjustable,0,0
studio,1,0
buy,56,0
chase,4,3
window,2,0
office,16,0
runs,3,0
Dare,1,0
goes,25,0
uOthrwise,0,0
around,48,2
steal,2,0
heater,2,0
kintu,1,0
let,95,5
immediately,2,5
Shes,0,0
understood,3,0
Wtf,0,0
lingo,0,0
canceled,0,0
THING,6,0
plm,2,0
playi,5,0
ship,22,3
driving,19,1
tamilnaduthen,0,0
picked,4,4
heavy,5,0
invoices,1,0
Kkcongratulation,0,0
completes,1,0
bone,1,0
afghanistan,0,0
smiled,1,0
range,9,24
Big,1,0
body,27,2
Hang,2,0
jelly,1,0
friends,37,1
profiles,0,0
complaint,2,0
Argh,2,0
Fffff,0,0
Building,1,0
westonzoyland,0,0
yay,1,0
fantastic,3,3
sufficient,0,1
nav,2,0
doesnt,8,0
Toll,3,0
restocked,1,0
Confidence,0,0
spile,2,0
USED,1,0
OREOS,1,0
INK,6,0
snake,1,0
Thnx,1,0
feb,5,0
CONTENTION,1,0
characters,0,0
Yeshe,0,0
Two,3,0
reserve,3,0
WEREBORED,0,0
Baaaaabe,0,0
Hey,73,5
Package,1,0
RITE,5,0
interviews,0,0
approve,1,0
kane,1,0
lovers,1,0
fine,11,0
PLEASE,3,0
appointment,4,0
Becoz,1,0
feet,0,0
Nature,4,0
intention,3,0
referin,1,0
Lemme,2,0
Number,0,0
PROBTHAT,1,0
shared,2,0
timeyou,0,0
WORRIEDx,0,0
URGOIN,1,0
Hari,0,0
earning,1,0
pulling,1,0
BREAKIN,1,0
concentrate,2,0
unhappiness,0,0
order,9,18
Truth,4,0
moms,1,0
BABE,7,1
religiously,0,0
steps,0,0
Wylie,1,0
exterminator,1,0
moneeppolum,0,0
goodfine,0,0
apology,1,0
endof,1,0
goods,0,0
Hanumanji,1,0
shoving,2,0
adding,1,0
selfish,1,0
innocent,1,0
death,3,0
LAY,2,2
answered,1,0
doc,9,0
Unlimited,1,0
join,16,11
contract,1,3
shove,1,0
buffet,1,0
getiing,1,0
sporadically,1,0
evo,0,0
endowed,0,0
chex,1,0
uworld,1,0
school,20,0
menu,4,1
kodthini,0,0
fidalfication,0,0
yalrigu,1,0
projects,0,0
YOURE,0,0
deposited,1,0
company,10,0
heard,8,3
doors,3,0
Arun,2,0
touched,2,0
bimbo,1,0
totally,4,0
Broadband,1,0
score,4,1
instantly,2,1
persevered,1,0
hillsborough,1,0
musthu,2,0
FREINDS,1,0
evn,7,0
dock,0,0
parantella,1,0
brilliant,1,0
IsaiahD,0,0
restWish,0,0
open,18,1
wrk,2,0
tonsolitusaswell,0,0
Kaiez,0,0
strongly,1,0
howre,0,0
think,139,11
pee,8,1
diskyou,0,0
vargu,1,0
Serena,0,0
second,16,0
freaked,0,0
occupied,0,0
geting,1,0
chat,10,21
unemployed,1,0
piece,5,0
FRNDS,0,0
sharing,1,0
missunderstding,1,0
Mathe,2,0
mina,1,0
eggs,1,0
chikkuDB,0,0
Boss,5,0
immed,2,5
knw,13,0
another,30,2
happens,7,0
lick,7,4
weighed,1,0
Election,1,0
slice,2,0
Onam,1,0
Evrey,2,0
push,3,0
Shiny,0,0
working,23,0
orc,21,1
needs,11,1
miwa,1,0
Woo,2,1
lush,0,0
herlove,0,0
grams,2,0
tol,55,0
necessarily,4,0
Becomes,1,0
goodnite,2,0
bpo,0,0
image,2,0
callon,1,0
Ujhhhhhhh,1,0
Mum,4,0
hit,45,2
spending,3,0
deep,9,1
mess,46,26
answer,18,7
atrocious,0,0
raping,1,0
differences,0,0
unrecognized,0,0
tablets,2,0
bambling,1,0
knowthis,0,0
hol,57,11
bellearlier,1,0
recorded,1,0
compofstuff,0,0
SHUDVETOLD,1,0
evaluation,1,0
taunton,3,0
nobodys,0,0
TOCALLSHALL,0,0
converted,1,0
products,1,0
hugh,1,0
hmmm,2,0
Proverb,0,0
habit,0,0
version,2,0
pray,9,0
solihull,0,0
grandma,1,0
motivating,1,0
respond,6,2
turn,27,0
arithmetic,1,0
possibleHope,0,0
Sorry,51,1
Itz,2,0
SIR,0,0
sells,2,0
vibrate,1,0
TONITE,1,0
drink,20,0
restrict,1,0
brownie,2,0
Sagamu,1,0
buttons,1,0
Kids,5,0
Stop,5,8
Reverse,2,0
Sian,0,0
Soup,1,0
cheat,2,0
stealing,1,0
upon,0,0
walkabout,1,0
smokes,2,0
gently,1,0
measure,2,0
alrite,0,0
Bec,5,0
regretted,1,0
dint,7,0
gone,13,0
justbeen,1,0
Sent,5,0
meRemove,0,0
panties,0,0
behalf,1,0
nighters,0,0
first,35,5
tylers,0,0
WERETHE,1,0
flight,1,2
irritated,1,0
trishul,1,0
END,14,7
FEEL,4,0
Others,1,0
Heroi,0,0
holy,1,0
onit,2,0
point,17,0
newscaster,1,0
WELLDA,1,0
feelingwavering,0,0
billy,1,0
ksry,0,0
capacity,1,0
behave,5,0
windy,0,0
comp,43,35
shopping,16,4
time,162,28
CONTRACT,0,0
Doctor,1,0
closeby,1,0
prabha,1,0
Kkwhere,0,0
usLET,0,0
sorry,28,0
coffee,6,0
reserves,1,0
tooLets,0,0
Perhaps,1,0
followed,1,2
Tension,2,0
dhina,2,0
distance,3,0
Multiply,1,0
cme,1,0
anot,30,2
Mmmmmm,3,0
Zogtorius,0,0
hunnyjust,0,0
Fifty,0,0
coach,1,0
Misplaced,1,0
toughest,1,0
Things,2,0
Monday,2,0
mrng,8,0
monthnot,0,0
glands,1,0
offcampus,1,0
GORGEOUS,0,0
fire,1,0
yest,11,0
sian,2,1
goigng,1,0
court,1,0
Lovable,4,0
DollD,0,0
intro,4,0
himthen,0,0
MilkdayNo,0,0
plural,1,0
KING,3,1
printed,2,0
Cool,1,0
dramastorms,0,0
cedar,1,0
visitneed,0,0
Yesfrom,0,0
afternon,0,0
advising,1,0
lyfu,1,0
welli,0,0
Havnt,3,0
Concentrate,1,0
nightsExcellent,0,0
Amrca,1,0
travel,2,0
KNOWS,1,1
parkin,4,0
XXXX,0,3
INDIA,2,1
mush,0,0
comfort,1,0
Sony,1,10
Ptbo,3,0
mising,1,0
MUM,4,0
Sankranti,1,0
Left,2,0
watevr,1,0
calm,1,0
tor,53,27
vehicle,1,0
blastin,0,0
seekers,0,0
Trust,2,0
plans,8,0
mondaynxt,0,0
Sleep,3,0
tohar,1,0
beneath,2,0
Edison,2,0
finishing,3,0
hardly,2,0
BUDDY,0,2
resuming,0,0
Honeybee,3,0
showered,1,0
bear,2,0
special,31,13
rolled,1,0
ryan,1,0
January,0,2
changing,1,0
maybe,15,2
Shijas,3,0
treated,1,0
figuring,1,0
plus,7,5
black,8,0
smsing,1,0
tvlol,0,0
teju,1,0
mumHas,1,0
okcome,0,0
visiting,1,0
Dey,3,0
fancy,3,4
suffer,2,0
Care,0,1
warwick,0,0
limping,1,0
officestill,0,0
comedycant,0,0
bribe,1,0
MINUTES,2,0
Captain,2,0
bridgwater,1,0
herepls,0,0
BIRD,1,0
Geeeee,2,0
valentine,4,0
inspection,1,0
exwife,0,0
upto,2,2
rec,46,62
dryer,1,0
inconvenient,1,0
inform,7,6
shirt,5,0
running,4,1
manky,1,0
sathy,2,0
stuffleaving,0,0
ahold,1,0
accenture,1,0
century,1,0
enemies,1,0
FRIEND,9,0
Litres,1,0
kgood,0,0
appreciate,6,0
beforewent,0,0
prescription,1,0
pataistha,1,0
Todaysundaysunday,0,0
meummifyingbye,0,0
Aaniye,1,0
FOUNDURSELF,1,0
feeling,15,2
collegexx,0,0
parent,9,0
Nan,2,0
Thatll,0,0
placeNo,0,0
stairs,2,0
mitsake,0,0
fakeyes,0,0
shouted,3,0
mundhe,1,0
payback,0,0
manage,7,0
gay,1,4
WIV,1,0
Great,6,4
DEAD,1,0
confirmdeny,0,0
Blank,1,0
reckon,1,0
Pain,4,0
Orangei,0,0
cave,1,0
installation,1,0
babies,1,0
shaved,1,0
Zahers,0,0
infront,2,0
oursso,0,0
hamper,0,0
varma,1,0
bagi,0,0
tolerance,1,0
eventually,1,0
texas,1,0
Kkwhy,0,0
wheellock,0,0
hip,30,3
raise,6,0
iron,3,0
idk,1,0
GRAN,2,0
wifi,2,0
Company,2,0
drastic,0,0
unfolds,0,0
keeping,6,0
painful,2,0
Thinkin,2,0
weathers,0,0
madthen,0,0
neither,1,0
competition,2,3
happenin,6,0
Ultimately,1,0
TELLMISS,1,0
plumbingremixed,0,0
Pie,1,0
sorryi,0,0
entertain,2,0
HATES,1,0
chillaxin,0,0
evil,1,1
alexs,0,0
usualiam,0,0
GOWER,1,0
apologise,1,0
jot,1,0
language,1,0
build,4,0
godYou,0,0
jeetey,1,0
Splat,0,0
punish,2,0
wrote,1,0
budget,6,0
changed,6,0
occupy,2,0
method,1,0
ignore,4,1
chennai,7,0
charles,1,0
Mostly,1,0
Buzzzz,0,0
cornwall,0,0
Geoenvironmental,1,0
stranger,1,0
Jez,1,0
conserve,1,0
splash,1,0
Remind,2,0
deposit,2,0
yes,24,0
supposed,11,0
Ever,12,2
Michael,1,0
double,3,1
dad,23,0
Youll,0,0
saturday,6,1
dearloving,0,0
evei,0,0
Fwiw,1,0
Pete,8,1
stressful,0,0
LIKINGBE,0,0
imagine,5,0
bye,2,1
fun,25,11
taste,2,0
brothas,1,0
NUMBER,1,0
meim,0,0
yuo,3,0
smashed,1,1
fell,3,0
even,62,6
fireplace,0,0
Sen,24,20
SURE,2,0
Mark,5,0
peoples,1,0
mth,13,2
research,2,0
buzy,3,0
Evr,5,0
wld,1,0
younger,1,0
events,1,0
receive,5,32
CONCERNED,1,0
donewant,0,0
hanger,1,0
diddy,1,0
hope,56,2
caveboy,1,0
grief,1,0
passionate,3,0
ouch,18,32
dance,3,0
jokethet,0,0
stable,1,0
shangela,0,0
careumma,0,0
goodnight,1,0
stupid,4,0
Alaipayuthe,0,0
hopeful,2,0
works,5,2
alex,3,0
karnan,1,0
Gudnite,1,0
symbol,1,0
lst,1,0
birla,3,0
WITHOUT,1,0
surrounded,1,0
coast,1,0
laid,2,3
Atlanta,0,0
unconsciously,1,0
obviously,3,0
Sleeping,2,0
lemme,6,0
dao,1,0
uve,2,0
handsomes,1,0
YOR,2,0
coins,2,0
children,3,0
counts,3,0
format,3,6
egg,6,0
gep,1,0
philosophy,2,0
smell,2,0
california,1,0
swalpa,1,0
KNOW,7,1
HOWS,2,0
VALENTINES,0,0
ending,15,10
gET,1,0
Ssnervous,0,0
questioned,3,0
bakrid,0,0
Compliments,1,0
Vijay,2,0
mini,3,1
receipts,0,0
Tell,24,3
network,2,23
History,1,0
disastrous,1,0
Maretare,1,0
Money,1,1
noe,16,0
mindi,2,0
bed,23,5
boytoy,10,0
STATION,0,0
stubborn,1,0
Leannewhat,0,0
chiong,1,0
Try,3,2
behind,2,0
tirunelvai,1,0
Yeshere,0,0
wifedont,0,0
arguing,1,0
drug,14,0
curious,2,0
authorise,1,0
ths,11,4
associate,0,0
strangersaw,0,0
MISSIN,1,0
Din,4,0
mother,5,0
absence,0,0
annie,0,0
cutest,1,0
wats,4,0
slowly,5,0
continent,0,0
hotel,4,3
imaginationMy,0,0
Langport,0,0
wkg,2,0
incident,0,0
gotta,10,0
Problms,1,0
embarassed,2,0
Tel,27,5
thanxxx,0,0
smile,24,0
tour,3,0
DARLIN,6,0
imposter,1,0
participate,1,0
prince,4,0
flyim,0,0
girld,0,0
Terry,0,0
caroline,1,0
Meet,5,0
looked,5,0
whenever,10,0
job,28,0
bang,1,0
Qatar,1,0
plumbers,1,0
Dino,1,0
misbehaved,2,0
trauma,1,0
frequently,1,0
Loving,3,0
shun,1,0
celebrate,3,0
CHEER,4,0
lifeyou,0,0
ful,75,0
ccna,1,0
styles,0,0
beta,0,0
Mwahs,0,0
MUMS,1,0
ahgee,0,0
Bit,4,0
teams,1,0
decision,3,0
destiny,1,0
slip,6,0
TEL,10,0
Police,3,1
BABYHOPE,0,0
nightnobody,0,0
rumour,2,0
Sarcasm,1,0
snuggles,0,0
get,352,54
irritating,1,0
bsn,2,0
Welp,1,0
Finally,3,0
unspoken,1,0
temp,10,21
attached,2,0
Morning,10,0
blankets,1,0
dough,2,0
captaining,1,0
Emotion,1,0
titleso,0,0
Fills,1,0
parentsi,0,0
anyways,0,0
odalebeku,0,0
Fun,2,0
accept,2,0
silver,2,0
stunning,0,0
mokka,2,0
female,2,1
Okey,3,0
audreys,0,0
cheek,1,0
typical,1,0
newspapers,1,0
KISS,1,0
Living,2,0
friendofafriend,0,0
MMM,2,0
ABOUTAS,1,0
fight,8,0
tirupur,1,0
clue,0,0
havnt,0,0
hitteranyway,0,0
EVE,9,6
wuld,2,0
discuss,6,0
LeafDayNo,0,0
HCL,1,0
home,104,1
MADE,2,0
dereks,0,0
Nicenicehow,0,0
semi,2,0
batsman,0,0
Tee,2,0
nus,4,17
babes,1,2
sorrow,0,0
boost,3,0
ninish,0,0
rael,2,0
bring,28,2
Lovely,5,0
WAIT,1,6
wear,9,0
rawring,1,0
restock,2,0
darling,3,2
thx,1,0
sip,2,0
Leaving,1,0
Staying,1,0
Lmaonice,0,0
Mittelschmertz,0,0
oneta,0,0
dats,1,0
forgiveness,0,0
worms,1,0
Salad,1,0
significance,0,0
dayswill,0,0
website,1,0
Dunno,16,0
bike,0,0
PasswordsATMSMS,0,0
crazy,6,2
envelope,0,2
fineabsolutly,0,0
baby,12,1
becz,1,0
MOVIE,1,0
surf,5,0
alwys,1,0
sleepin,8,0
Sos,0,0
somewhat,1,0
babe,23,6
chasing,1,1
coldheard,0,0
responsibilities,0,0
select,3,30
boys,2,0
painting,1,0
nightswt,0,0
warned,1,0
Water,1,0
max,0,8
Jos,1,0
file,8,0
thirunelvali,1,0
unnecessarily,2,0
ideas,1,0
zac,1,0
christ,6,1
weeddeficient,0,0
good,110,4
enjoy,19,4
movie,16,0
batchlor,1,0
Dear,26,16
key,15,2
disc,11,11
comes,14,3
live,19,40
idea,7,0
SirjiI,0,0
However,1,0
volcanoes,1,0
entire,2,0
hanging,4,0
qet,0,0
Courageous,1,0
cheesy,1,0
inlude,1,0
set,31,5
Eckankar,1,0
abusers,1,0
Text,4,39
BRISTOL,1,0
understand,10,0
meds,5,0
EXETER,1,0
MRNG,0,0
uncles,4,0
masteriastering,1,0
consent,1,0
really,65,1
Nobody,4,0
yogasana,3,0
Printer,1,0
consistently,1,0
painhope,0,0
journey,1,0
wine,8,0
Sounds,10,0
Soany,0,0
waiting,28,20
WORRY,0,0
amk,0,0
burrito,0,0
splleing,2,0
offer,6,18
nag,13,1
timeYour,0,0
situations,0,0
famamus,0,0
firmware,1,0
concentration,1,0
mental,3,0
vital,1,0
troubleshooting,0,0
HouseMaid,0,0
conference,1,0
meI,0,0
ACTUALLY,1,0
Hee,2,0
breather,0,0
Nimbomsons,0,0
lonely,3,0
seconds,2,0
fall,8,1
PSXTRA,1,0
colour,5,15
tightly,0,0
takenOnly,0,0
atlast,1,0
fighting,1,0
meals,1,0
director,1,0
Daddy,3,0
Ron,1,0
Saw,1,0
goodno,0,0
staring,2,0
south,8,0
Talk,4,1
Jokes,0,0
pap,12,2
Yesgauti,0,0
railway,2,0
Mite,1,0
MEET,4,0
GOIN,5,3
taught,1,0
blown,1,0
yam,1,0
misundrstud,1,0
spot,1,0
career,2,1
Mah,1,0
familiar,1,0
vibrator,1,0
Tsunamis,1,0
Ball,1,0
Wine,4,0
ext,121,123
three,4,0
workAnd,1,0
ard,97,64
slippery,1,0
standing,6,0
GIFTS,0,0
castor,0,0
tomeandsaidTHIS,0,0
truck,2,0
battle,0,0
put,35,6
lil,3,0
AROUND,0,0
asa,13,0
paranoid,1,0
licks,2,0
Mine,2,0
bright,3,0
elaborate,1,0
Callertune,5,0
Evenings,1,0
Dhoni,1,0
ericson,1,0
OKTAKE,0,0
afraid,3,1
faded,1,0
impressed,0,0
minute,32,5
Hello,13,2
customer,4,32
Put,6,0
permissions,1,0
watches,1,0
scold,2,0
lit,41,5
roles,1,0
BLOKES,1,0
Tmr,4,0
ashleys,0,0
Including,3,0
PPL,1,0
Night,8,0
PERSON,0,0
bruv,0,0
grinule,1,0
TaKe,1,0
chain,2,0
Juz,6,0
frying,2,0
headin,3,0
hittng,1,0
Whens,1,0
kanji,1,0
Tomorrow,2,1
Msg,4,9
Service,2,6
Dude,10,0
fondly,1,0
present,5,10
Loved,1,0
Price,1,5
ahwhat,0,0
Turns,1,0
outta,4,0
Prashanthettans,0,0
Bite,1,0
motive,1,0
proof,3,0
SATTHEN,1,0
pours,2,0
STU,7,0
shoes,1,0
opposed,1,0
Gopalettan,0,0
limiting,2,0
explain,2,0
india,1,0
Sno,0,0
gravy,0,0
SELFINDEPENDENCE,1,0
Cable,1,0
evenings,1,0
airport,4,1
wed,15,4
Velly,1,0
Unni,1,0
stage,1,0
eshxxxxxxxxxxx,1,0
tho,89,2
afford,1,0
Draw,1,1
prepare,1,0
march,8,0
monday,4,0
service,3,54
Shhhhh,1,0
clas,25,1
somone,1,0
STARS,1,0
activate,1,1
aka,4,0
thousands,1,1
stated,1,0
misss,1,0
Egbon,1,0
Funny,1,0
tyler,4,0
vldo,0,0
Good,67,8
business,3,0
repeating,1,0
BORING,0,0
mcat,1,0
cramps,2,0
Prof,0,0
Wanna,3,6
kuch,1,0
jazz,5,0
screaming,2,0
gooD,1,0
begins,1,0
frndsship,1,0
walk,26,1
LOOKIN,1,0
fiting,1,0
Jada,4,0
miiiiiiissssssssss,1,0
newsBy,0,0
normally,2,0
belovd,1,0
Sux,1,0
Make,9,2
orchard,9,0
oficegot,0,0
next,42,13
also,42,2
hor,24,9
aids,1,0
carefully,0,0
sophas,1,0
goodmate,1,0
Isnt,0,0
vegas,1,0
eruku,0,0
Collect,1,1
praying,2,0
canal,0,0
Indian,5,0
Hav,11,0
ortxt,1,0
Winning,2,0
EACHOTHER,0,0
member,35,8
moments,3,0
alreadysabarish,0,0
WALES,2,0
Pics,1,1
splwat,0,0
officeunderstand,0,0
NITW,1,0
VIOLENCE,1,0
isnt,5,0
basqihave,0,0
SOMETHING,2,0
PUB,2,0
Made,1,0
north,3,0
lovely,9,0
yun,2,0
thruRespect,0,0
chastity,1,0
ennal,1,0
midnight,2,0
shortage,3,0
total,5,0
ACCEPT,3,0
sweater,1,0
NYTHO,0,0
milk,2,0
attack,0,0
jogging,0,0
Awww,1,0
burnt,1,0
necklace,2,0
GOSSx,0,0
dwn,1,0
URFEELING,1,0
meaning,5,0
current,6,12
colourful,1,0
nichols,1,0
DOESNT,1,0
account,14,3
shell,1,0
perhaps,0,0
soup,1,0
OLD,1,0
organise,1,0
nigeria,3,0
spoken,4,0
SURPRISE,4,3
gift,6,11
scraped,1,0
doggy,2,0
Sthis,0,0
affection,1,0
Afternoon,1,0
Live,3,3
pmt,1,0
SMS,5,13
drops,1,0
iter,3,0
amplikater,1,0
Thing,3,0
Dearregret,0,0
tue,3,0
independently,1,0
sathya,1,0
askd,11,0
dying,7,0
kettoda,4,0
ran,58,58
Wendy,1,0
promoting,1,0
